radonFile_index,state,state2,stfips,zip,region,typebldg,floor,room,basement,rep,stratum,wave,starttm,stoptm,startdt,stopdt,activity,pcterr,adjwt,dupflag,zipflag,cntyfips,county,fips,Uppm,county_code
5272,MN,MN,27,55075,3,1,0,4,Y,3,2,29,1100,900,121687,121987,3.3,7,433.316718,0,0,37,DAKOTA,27037,0.976144,18
5273,MN,MN,27,55075,3,1,0,2,Y,3,2,29,930,1030,122187,122387,4.4,9.3,433.316718,1,0,37,DAKOTA,27037,0.976144,18
5274,MN,MN,27,55075,3,1,0,7,Y,5,2,31,645,645,12888,13088,21.2,2.9,471.366223,2,0,37,DAKOTA,27037,0.976144,18
5275,MN,MN,27,55075,3,1,0,2,Y,2,2,34,1600,2300,122287,122487,9.1,4.3,461.62367,0,0,37,DAKOTA,27037,0.976144,18
5276,MN,MN,27,55075,3,1,0,4,Y,4,2,38,1600,1600,123087,10188,0.9,20.6,461.274696,0,0,37,DAKOTA,27037,0.976144,18
5277,MN,MN,27,55075,3,1,0,2,Y,4,2,35,1300,1300,10188,11188,4.9,6.5,461.274696,1,0,37,DAKOTA,27037,0.976144,18
5279,MN,MN,27,55075,3,1,0,2,Y,4,2,44,2100,2100,32888,33088,1.1,21.4,461.274696,0,0,37,DAKOTA,27037,0.976144,18
5280,MN,MN,27,55075,3,1,0,2,Y,3,2,39,1330,730,12788,13188,7.6,3.7,433.316718,0,0,37,DAKOTA,27037,0.976144,18
5281,MN,MN,27,55075,3,2,0,1,Y,4,2,46,1855,1851,20288,20288,5.4,7.8,461.274696,0,0,37,DAKOTA,27037,0.976144,18
5283,MN,MN,27,55075,3,1,0,4,Y,1,2,50,1830,1830,20288,20288,4.9,6.3,485.435931,0,0,37,DAKOTA,27037,0.976144,18
5285,MN,MN,27,55122,3,1,0,1,Y,4,5,22,1715,1715,121187,121387,1.4,16.7,2314.365189,0,0,37,DAKOTA,27037,0.976144,18
5286,MN,MN,27,55122,3,1,0,4,Y,5,5,35,1800,2000,122787,122987,3.4,11,2179.503255,0,0,37,DAKOTA,27037,0.976144,18
5287,MN,MN,27,55122,3,1,0,7,Y,3,5,44,2145,2215,12188,12388,4.2,14.4,2119.396234,0,0,37,DAKOTA,27037,0.976144,18
5288,MN,MN,27,55122,3,1,0,1,Y,5,5,50,2300,1100,20288,20288,2.5,7.9,2179.503255,0,0,37,DAKOTA,27037,0.976144,18
5289,MN,MN,27,55123,3,1,0,4,Y,3,5,38,1530,1530,11688,11888,1.4,15.1,2119.396234,0,0,37,DAKOTA,27037,0.976144,18
5290,MN,MN,27,55123,3,1,0,4,Y,1,5,44,1000,1000,22788,22988,1.4,14.9,2116.561544,0,0,37,DAKOTA,27037,0.976144,18
5292,MN,MN,27,55124,3,1,0,2,N,4,5,31,2100,2200,21088,21288,4.8,7,2314.365189,0,0,37,DAKOTA,27037,0.976144,18
5294,MN,MN,27,55124,3,1,0,2,Y,1,5,2,1830,1800,22588,22788,3.8,7.2,2116.561544,0,0,37,DAKOTA,27037,0.976144,18
5295,MN,MN,27,55337,3,1,0,1,Y,4,4,23,730,730,121587,121787,8.8,4.2,1177.377355,0,0,37,DAKOTA,27037,0.976144,18
5297,MN,MN,27,55337,3,1,0,2,Y,5,4,26,855,855,10188,10188,4.4,7.2,1105.956867,0,0,37,DAKOTA,27037,0.976144,18
5298,MN,MN,27,55337,3,1,0,0,Y,1,4,36,2030,2215,122987,123187,4.5,8.5,1088.985661,0,0,37,DAKOTA,27037,0.976144,18
5299,MN,MN,27,55337,3,1,0,3,Y,5,4,41,1030,1030,11788,11988,2.2,10.6,1105.956867,0,0,37,DAKOTA,27037,0.976144,18
5300,MN,MN,27,55337,3,2,0,2,Y,3,4,42,1000,1010,11888,12088,0.5,30.9,1214.922779,1,0,37,DAKOTA,27037,0.976144,18
5301,MN,MN,27,55337,3,1,0,2,Y,1,4,50,2330,1430,20288,20288,5.8,4.2,1088.985661,0,0,37,DAKOTA,27037,0.976144,18
5302,MN,MN,27,55940,4,1,0,4,Y,1,3,36,1250,1250,122887,123087,5.4,7,1024.442902,0,0,39,DODGE,27039,1.30194,19
5303,MN,MN,27,55944,4,1,0,4,Y,4,3,35,930,1015,122787,122987,7.2,4.1,990.411554,0,0,39,DODGE,27039,1.30194,19
5304,MN,MN,27,55944,4,1,0,4,Y,5,3,47,900,900,20288,20288,5.7,4.6,893.23743,0,0,39,DODGE,27039,1.30194,19
5305,MN,MN,27,56308,5,1,0,2,Y,3,4,21,730,730,120287,121187,7.4,4.4,1214.922779,0,0,41,DOUGLAS,27041,1.16849,20
5306,MN,MN,27,56308,5,1,0,2,Y,1,4,22,1600,1600,122187,122387,4.8,7.6,1088.985661,0,0,41,DOUGLAS,27041,1.16849,20
5307,MN,MN,27,56308,5,1,0,4,Y,3,4,29,1030,1330,121687,121887,6.8,4.4,1214.922779,0,0,41,DOUGLAS,27041,1.16849,20
5308,MN,MN,27,56308,5,1,0,4,Y,1,4,42,930,930,11788,11988,6.4,4.3,1088.985661,0,0,41,DOUGLAS,27041,1.16849,20
5312,MN,MN,27,56332,5,1,0,4,Y,1,4,43,2200,1000,20288,21288,4.4,7.5,1088.985661,0,0,41,DOUGLAS,27041,1.16849,20
5313,MN,MN,27,56360,5,1,0,4,Y,3,4,48,800,800,20288,20288,2.7,9.4,1214.922779,0,0,41,DOUGLAS,27041,1.16849,20
5314,MN,MN,27,56013,4,1,0,4,Y,1,3,30,1500,1500,122087,122387,3.4,9,1024.442902,0,0,43,FARIBAULT,27043,1.34316,21
5316,MN,MN,27,56023,4,1,0,2,Y,2,3,40,900,900,11988,12188,2.3,11,921.864905,0,0,43,FARIBAULT,27043,1.34316,21
5317,MN,MN,27,56097,4,1,1,7,Y,1,3,28,2115,2116,121687,121987,1.3,10.4,1024.442902,0,0,43,FARIBAULT,27043,1.34316,21
5318,MN,MN,27,56097,4,1,0,0,Y,3,3,24,1830,1832,122687,122887,5.2,5.5,1071.318034,0,0,43,FARIBAULT,27043,1.34316,21
5321,MN,MN,27,55971,4,1,0,4,Y,1,3,24,2100,2200,121287,121587,3.2,8.8,1024.442902,0,0,45,FILLMORE,27045,1.51424,22
5322,MN,MN,27,56007,4,1,0,4,Y,4,3,37,2200,2200,11088,11288,3.2,7.3,990.411554,0,0,47,FREEBORN,27047,1.25133,23
5323,MN,MN,27,56007,4,1,0,7,Y,1,3,50,1100,0,21088,21288,9.6,10.8,1024.442902,0,0,47,FREEBORN,27047,1.25133,23
5324,MN,MN,27,56007,4,1,0,4,Y,5,3,50,500,500,20288,20288,4.2,6,893.23743,0,0,47,FREEBORN,27047,1.25133,23
5325,MN,MN,27,56007,4,1,0,2,Y,2,3,4,1135,1345,22688,22888,9,3.8,921.864905,0,0,47,FREEBORN,27047,1.25133,23
5326,MN,MN,27,56009,4,1,0,4,Y,1,3,36,2100,2200,122887,123087,6.3,6.3,1024.442902,0,0,47,FREEBORN,27047,1.25133,23
5328,MN,MN,27,56036,4,1,0,4,Y,2,3,44,900,1000,12388,12588,13.2,4.7,921.864905,0,0,47,FREEBORN,27047,1.25133,23
5329,MN,MN,27,56045,4,1,1,1,N,2,3,36,1300,1300,122787,122987,2.2,18.9,921.864905,0,0,47,FREEBORN,27047,1.25133,23
5331,MN,MN,27,55009,4,1,0,2,Y,3,3,31,900,1020,21188,21388,14.3,2.8,1071.318034,0,0,49,GOODHUE,27049,1.21727,24
5332,MN,MN,27,55009,4,1,1,3,N,2,3,36,1715,1732,122887,123087,6.9,5.6,921.864905,0,0,49,GOODHUE,27049,1.21727,24
5334,MN,MN,27,55041,4,1,1,3,Y,4,3,47,919,1000,20288,20288,9.8,3.7,990.411554,0,0,49,GOODHUE,27049,1.21727,24
5335,MN,MN,27,55066,4,1,0,4,Y,1,3,37,1100,1400,10188,11188,2.6,7.9,1024.442902,0,0,49,GOODHUE,27049,1.21727,24
5336,MN,MN,27,55066,4,1,0,4,Y,4,3,38,1400,1400,12788,12988,43.5,1.6,990.411554,2,0,49,GOODHUE,27049,1.21727,24
5337,MN,MN,27,55066,4,1,0,2,Y,3,3,48,1800,1800,20288,20288,4.9,9.3,1071.318034,0,0,49,GOODHUE,27049,1.21727,24
5338,MN,MN,27,55066,4,1,0,4,Y,5,3,1,1830,830,30388,30388,4.9,7.4,893.23743,0,0,49,GOODHUE,27049,1.21727,24
5339,MN,MN,27,55946,4,1,0,4,Y,5,3,43,2130,2330,12388,12588,3.5,7,893.23743,0,0,49,GOODHUE,27049,1.21727,24
5340,MN,MN,27,55963,4,1,0,2,Y,5,3,2,2100,700,22388,22688,4.8,5.7,893.23743,0,0,49,GOODHUE,27049,1.21727,24
5341,MN,MN,27,55983,4,1,0,4,Y,2,3,28,1235,1235,121687,121887,5.6,5.2,921.864905,0,0,49,GOODHUE,27049,1.21727,24
5342,MN,MN,27,55983,4,1,0,4,Y,1,3,38,2210,2210,11788,11988,3.5,7.2,1024.442902,0,0,49,GOODHUE,27049,1.21727,24
5343,MN,MN,27,55983,4,1,0,4,Y,4,3,45,2130,2130,20288,20288,3.9,8.6,990.411554,0,0,49,GOODHUE,27049,1.21727,24
5346,MN,MN,27,55316,3,1,0,2,Y,3,5,37,2105,2305,11088,11288,3.3,6.2,2119.396234,0,0,53,HENNEPIN,27053,0.907991,25
5349,MN,MN,27,55331,3,2,0,4,Y,5,5,28,700,700,10188,10188,4,6,2179.503255,0,0,53,HENNEPIN,27053,0.907991,25
5350,MN,MN,27,55331,3,1,0,5,Y,1,5,36,1630,1400,122687,122987,1.8,18.1,2116.561544,0,0,53,HENNEPIN,27053,0.907991,25
5351,MN,MN,27,55331,3,1,0,4,Y,2,5,50,2010,2010,20288,20288,2.5,15,2246.96884,0,0,53,HENNEPIN,27053,0.907991,25
5352,MN,MN,27,55343,3,1,0,4,Y,1,5,44,2100,2100,12088,12288,11.2,3.2,2116.561544,0,0,53,HENNEPIN,27053,0.907991,25
5353,MN,MN,27,55344,3,1,0,2,Y,2,5,30,1800,1930,122087,122287,2.6,14.4,2246.96884,0,0,53,HENNEPIN,27053,0.907991,25
5354,MN,MN,27,55344,3,2,0,2,Y,3,5,32,1800,2000,10188,11188,3.9,6.4,2119.396234,1,0,53,HENNEPIN,27053,0.907991,25
5355,MN,MN,27,55344,3,1,0,1,Y,1,5,21,600,600,10188,10188,7.4,3.9,2116.561544,0,0,53,HENNEPIN,27053,0.907991,25
5356,MN,MN,27,55344,3,2,0,2,Y,4,5,22,830,1000,12988,13188,1.3,15.4,2314.365189,0,0,53,HENNEPIN,27053,0.907991,25
5357,MN,MN,27,55344,3,1,0,4,Y,4,5,38,830,830,11888,12088,0.9,17.3,2314.365189,0,0,53,HENNEPIN,27053,0.907991,25
5359,MN,MN,27,55356,3,1,1,2,Y,2,5,27,1800,1900,122687,122887,2.5,8,2246.96884,0,0,53,HENNEPIN,27053,0.907991,25
5360,MN,MN,27,55357,3,1,0,4,Y,5,5,34,645,645,122887,123087,6,6.7,2179.503255,0,0,53,HENNEPIN,27053,0.907991,25
5362,MN,MN,27,55369,3,1,0,4,Y,2,5,37,0,0,11088,11288,5.4,5.1,2246.96884,0,0,53,HENNEPIN,27053,0.907991,25
5364,MN,MN,27,55369,3,1,0,2, ,2,5,47,1600,1900,32688,32888,2.9,8.8,2246.96884,1,0,53,HENNEPIN,27053,0.907991,25
5365,MN,MN,27,55369,3,1,0,4,Y,3,5,50,1300,1300,20288,21088,5.5,7.9,2119.396234,0,0,53,HENNEPIN,27053,0.907991,25
5367,MN,MN,27,55403,3,2,0,4,Y,2,5,3,1730,1830,22888,30388,3.9,6.7,2246.96884,0,0,53,HENNEPIN,27053,0.907991,25
5368,MN,MN,27,55405,3,1,0,4,Y,4,5,34,758,758,122687,122887,14.9,3,2314.365189,0,0,53,HENNEPIN,27053,0.907991,25
5369,MN,MN,27,55406,3,1,0,4,Y,2,5,21,1600,1600,122487,122687,7.2,4,2246.96884,0,0,53,HENNEPIN,27053,0.907991,25
5370,MN,MN,27,55406,3,1,0,4,Y,2,5,35,2230,2230,12488,12688,2.3,20.8,2246.96884,0,0,53,HENNEPIN,27053,0.907991,25
5371,MN,MN,27,55407,3,1,1,3,Y,3,5,22,1100,1100,122187,122387,2.8,36.4,2119.396234,0,0,53,HENNEPIN,27053,0.907991,25
5372,MN,MN,27,55409,3,1,0,4,Y,1,5,49,2030,2035,20288,20288,4.4,7.8,2116.561544,0,0,53,HENNEPIN,27053,0.907991,25
5373,MN,MN,27,55409,3,1,0,4,Y,1,5,50,1830,1830,20288,20288,1.5,12.1,2116.561544,0,0,53,HENNEPIN,27053,0.907991,25
5375,MN,MN,27,55410,3,1,0,7,Y,5,5,22,2100,2100,123087,10188,5.6,7.3,2179.503255,0,0,53,HENNEPIN,27053,0.907991,25
5376,MN,MN,27,55410,3,1,0,4,Y,1,5,40,1500,1500,11988,12188,8.6,4.4,2116.561544,0,0,53,HENNEPIN,27053,0.907991,25
5377,MN,MN,27,55411,3,1,0,2,Y,4,5,24,1100,2200,122787,122987,3.8,14.2,2314.365189,0,0,53,HENNEPIN,27053,0.907991,25
5378,MN,MN,27,55412,3,1,0,4,Y,1,5,39,2100,2100,12388,12588,1.8,11.7,2116.561544,0,0,53,HENNEPIN,27053,0.907991,25
5379,MN,MN,27,55413,3,1,0,4,Y,2,5,37,2000,2000,11088,11288,1.9,9.8,2246.96884,0,0,53,HENNEPIN,27053,0.907991,25
5380,MN,MN,27,55413,3,1,0,7,Y,4,5,50,1700,2200,20288,20288,5.5,5,2314.365189,0,0,53,HENNEPIN,27053,0.907991,25
5382,MN,MN,27,55414,3,2,1,3,N,1,5,3,1615,1630,31988,32188,0.8,20.9,2116.561544,0,0,53,HENNEPIN,27053,0.907991,25
5383,MN,MN,27,55416,3,1,0,7,Y,1,5,23,1400,1700,121187,121387,2.1,10.4,2116.561544,0,0,53,HENNEPIN,27053,0.907991,25
5384,MN,MN,27,55416,3,1,0,0,Y,5,5,49,2030,2030,40488,40488,2.8,7.6,2179.503255,0,0,53,HENNEPIN,27053,0.907991,25
5385,MN,MN,27,55417,3,1,0,4,Y,3,5,27,1815,2015,121287,121487,3.9,6.5,2119.396234,0,0,53,HENNEPIN,27053,0.907991,25
5386,MN,MN,27,55417,3,1,0,4,Y,5,5,36,940,958,123087,10188,4.3,8.5,2179.503255,0,0,53,HENNEPIN,27053,0.907991,25
5387,MN,MN,27,55417,3,1,0,2,Y,3,5,2,600,600,30388,30388,4.7,6.2,2119.396234,0,0,53,HENNEPIN,27053,0.907991,25
5390,MN,MN,27,55418,3,3,0,4,Y,1,5,35,900,900,22188,22388,1.6,11.8,2116.561544,0,0,53,HENNEPIN,27053,0.907991,25
5391,MN,MN,27,55418,3,1,0,7,Y,1,5,25,1500,1500,122687,122887,4.3,6,2116.561544,0,0,53,HENNEPIN,27053,0.907991,25
5392,MN,MN,27,55418,3,1,1,7,Y,5,5,50,1400,1600,20288,20288,0.7,62.2,2179.503255,0,0,53,HENNEPIN,27053,0.907991,25
5393,MN,MN,27,55419,3,1,0,2,Y,2,5,23,1700,1702,121487,121687,5.5,6.8,2246.96884,0,0,53,HENNEPIN,27053,0.907991,25
5394,MN,MN,27,55419,3,1,1,1,Y,2,5,27,1800,1800,122687,122887,3.3,13.9,2246.96884,0,0,53,HENNEPIN,27053,0.907991,25
5395,MN,MN,27,55419,3,1,0,4,Y,5,5,37,900,905,11288,11488,5.5,6.2,2179.503255,0,0,53,HENNEPIN,27053,0.907991,25
5396,MN,MN,27,55419,3,1,0,4,Y,3,5,47,730,730,20288,20288,2.5,18,2119.396234,0,0,53,HENNEPIN,27053,0.907991,25
5397,MN,MN,27,55420,3,1,0,1,Y,3,5,23,1800,1345,121387,121687,2.7,10.8,2119.396234,0,0,53,HENNEPIN,27053,0.907991,25
5398,MN,MN,27,55420,3,1,0,7,Y,2,5,41,2000,2000,12488,12688,8.4,3.8,2246.96884,0,0,53,HENNEPIN,27053,0.907991,25
5399,MN,MN,27,55422,3,1,0,2,Y,2,5,28,2208,2208,12188,12388,3.3,8.5,2246.96884,0,0,53,HENNEPIN,27053,0.907991,25
5400,MN,MN,27,55422,3,2,0,4,Y,4,5,43,1930,830,12088,12288,3.2,9.6,2314.365189,0,0,53,HENNEPIN,27053,0.907991,25
5402,MN,MN,27,55423,3,1,0,2,Y,2,5,33,630,800,123087,10188,1.7,66.3,2246.96884,0,0,53,HENNEPIN,27053,0.907991,25
5403,MN,MN,27,55423,3,1,0,4,Y,4,5,40,1000,1000,12388,12588,5.7,4.5,2314.365189,0,0,53,HENNEPIN,27053,0.907991,25
5404,MN,MN,27,55423,3,1,0,4,Y,4,5,45,800,800,12788,12988,13,3.8,2314.365189,0,0,53,HENNEPIN,27053,0.907991,25
5405,MN,MN,27,55423,3,1,0,4,Y,3,5,48,700,730,33188,40488,2.7,10.9,2119.396234,0,0,53,HENNEPIN,27053,0.907991,25
5406,MN,MN,27,55424,3,1,0,4,Y,5,5,45,1900,1900,12688,12888,4.7,5.8,2179.503255,0,0,53,HENNEPIN,27053,0.907991,25
5407,MN,MN,27,55426,3,1,0,4,Y,1,5,41,1000,1000,13088,20288,5.6,6.2,2116.561544,0,0,53,HENNEPIN,27053,0.907991,25
5408,MN,MN,27,55426,3,1,0,4,Y,3,5,42,1245,700,41388,41588,13.8,7.4,2119.396234,0,0,53,HENNEPIN,27053,0.907991,25
5409,MN,MN,27,55426,3,1,1,1,N,2,5,43,1250,1250,12688,12888,7.6,4.8,2246.96884,0,0,53,HENNEPIN,27053,0.907991,25
5410,MN,MN,27,55427,3,1,0,0,Y,2,5,32,1245,1245,11588,11788,5.7,5.8,2246.96884,0,0,53,HENNEPIN,27053,0.907991,25
5412,MN,MN,27,55427,3,1,0,4,Y,1,5,48,1700,1700,20288,20288,7.6,3.7,2116.561544,0,0,53,HENNEPIN,27053,0.907991,25
5413,MN,MN,27,55428,3,1,0,2,Y,1,5,34,1430,1300,31188,31488,2.6,7,2116.561544,0,0,53,HENNEPIN,27053,0.907991,25
5415,MN,MN,27,55428,3,1,0,2,Y,4,5,39,2200,2200,12688,12888,5.9,5.6,2314.365189,0,0,53,HENNEPIN,27053,0.907991,25
5416,MN,MN,27,55428,3,1,0,2,Y,3,5,48,1300,1300,20288,20288,2.2,11.8,2119.396234,0,0,53,HENNEPIN,27053,0.907991,25
5418,MN,MN,27,55429,3,1,0,4,Y,4,5,35,1845,1850,122987,123187,4,7.9,2314.365189,0,0,53,HENNEPIN,27053,0.907991,25
5419,MN,MN,27,55430,3,0,0,0, ,3,5,21,1620,1807,120287,121087,4.6,9,2119.396234,0,0,53,HENNEPIN,27053,0.907991,25
5420,MN,MN,27,55430,3,1,0,2,Y,3,5,38,1445,1505,11388,11588,4.6,6.9,2119.396234,0,0,53,HENNEPIN,27053,0.907991,25
5421,MN,MN,27,55430,3,1,0,4,Y,2,5,43,1430,1430,11988,12188,10.9,4.1,2246.96884,0,0,53,HENNEPIN,27053,0.907991,25
5422,MN,MN,27,55431,3,1,0,4,Y,3,5,29,2000,1430,123087,10188,7.6,3.9,2119.396234,0,0,53,HENNEPIN,27053,0.907991,25
5424,MN,MN,27,55433,3,1,0,7,Y,2,5,22,1500,2200,121287,121487,1.5,13.2,2246.96884,0,0,53,HENNEPIN,27053,0.907991,25
5425,MN,MN,27,55434,3,1,1,7,Y,4,5,48,700,700,20288,20288,1.6,13.6,2314.365189,0,0,53,HENNEPIN,27053,0.907991,25
5426,MN,MN,27,55435,3,1,0,2,Y,4,5,23,1900,800,10188,10188,16.5,2.1,2314.365189,0,0,53,HENNEPIN,27053,0.907991,25
5427,MN,MN,27,55435,3,1,0,2,Y,5,5,27,1900,1900,11088,11288,3.1,7.6,2179.503255,0,0,53,HENNEPIN,27053,0.907991,25
5428,MN,MN,27,55436,3,1,0,2,Y,5,5,21,1900,1900,120287,121087,5.1,7.4,2179.503255,0,0,53,HENNEPIN,27053,0.907991,25
5430,MN,MN,27,55436,3,0,0,0, ,4,5,42,2100,2200,11788,11988,6,7.1,2314.365189,0,0,53,HENNEPIN,27053,0.907991,25
5431,MN,MN,27,55436,3,5,1,2,N,4,5,47,1745,1745,20288,20288,0.9,22.2,2314.365189,0,0,53,HENNEPIN,27053,0.907991,25
5433,MN,MN,27,55437,3,1,0,4,Y,5,5,26,900,900,11188,11388,3.9,9.2,2179.503255,0,0,53,HENNEPIN,27053,0.907991,25
5435,MN,MN,27,55437,3,2,1,7,Y,5,5,44,1500,1500,20288,20288,0.4,0,2179.503255,0,0,53,HENNEPIN,27053,0.907991,25
5436,MN,MN,27,55437,3,1,0,2,Y,1,5,4,1100,1100,30388,30388,2.6,10.9,2116.561544,0,0,53,HENNEPIN,27053,0.907991,25
5437,MN,MN,27,55441,3,1,0,2,Y,3,5,29,1750,1750,11088,11288,3.6,7.3,2119.396234,0,0,53,HENNEPIN,27053,0.907991,25
5439,MN,MN,27,55441,3,1,0,4,Y,2,5,3,1800,1700,30388,31188,23.6,2.7,2246.96884,2,0,53,HENNEPIN,27053,0.907991,25
5440,MN,MN,27,55442,3,1,0,4,Y,1,5,26,1245,1345,121787,121987,3.9,8.7,2116.561544,0,0,53,HENNEPIN,27053,0.907991,25
5441,MN,MN,27,55442,3,1,0,4,Y,5,5,49,735,740,20288,21088,2.9,7.6,2179.503255,0,0,53,HENNEPIN,27053,0.907991,25
5442,MN,MN,27,55444,3,1,0,4,Y,4,5,31,1830,1845,121987,122187,3,14.2,2314.365189,0,0,53,HENNEPIN,27053,0.907991,25
5443,MN,MN,27,55444,3,1,0,1,Y,3,5,34,1800,2035,122287,122487,4.7,10.3,2119.396234,0,0,53,HENNEPIN,27053,0.907991,25
5444,MN,MN,27,55444,3,1,0,4,Y,1,5,36,1600,1600,122687,122887,3,8.2,2116.561544,0,0,53,HENNEPIN,27053,0.907991,25
5445,MN,MN,27,55444,3,0,0,0, ,5,5,46,1900,1900,12688,12888,4.2,6.3,2179.503255,0,0,53,HENNEPIN,27053,0.907991,25
5446,MN,MN,27,55447,3,1,0,2,Y,3,5,36,1440,1824,11088,11288,3.8,30.5,2119.396234,0,0,53,HENNEPIN,27053,0.907991,25
5447,MN,MN,27,55447,3,1,0,4,Y,3,5,47,1830,1830,20288,20288,3,9.1,2119.396234,0,0,53,HENNEPIN,27053,0.907991,25
5449,MN,MN,27,55447,3,5,1,0,N,2,5,4,2115,2115,22888,30388,2.9,7.8,2246.96884,0,0,53,HENNEPIN,27053,0.907991,25
5450,MN,MN,27,55919,4,1,0,0,Y,3,3,25,925,925,121287,121487,3.4,7.8,1071.318034,0,0,55,HOUSTON,27055,1.65455,26
5451,MN,MN,27,55921,4,1,0,4,Y,4,3,28,1030,1025,123187,10188,8.5,3.9,990.411554,0,0,55,HOUSTON,27055,1.65455,26
5452,MN,MN,27,55921,4,1,0,2,Y,2,3,42,800,800,11788,11988,9,3.5,921.864905,0,0,55,HOUSTON,27055,1.65455,26
5453,MN,MN,27,55941,4,1,1,3,Y,5,3,46,800,845,20288,20288,4.8,5.1,893.23743,0,0,55,HOUSTON,27055,1.65455,26
5454,MN,MN,27,55947,4,1,0,2,Y,3,3,41,1830,1600,11688,11988,3.6,8.6,1071.318034,0,0,55,HOUSTON,27055,1.65455,26
